EXPEDIENTE,FECHA DE INGRESO,FECHA DE CIERRE,TIPO DE CONCILIACIÓN,ESTADO PROCESAL,PROVEEDOR,NOMBRE COMERCIAL,GIRO,SECTOR,ODECO,ESTADO,TIPO DE RECLAMACIÓN,MOTIVO DE RECLAMACIÓN,COSTO BIEN O SERVICIO,MONTO RECLAMADO,MONTO RECUPERADO,PROCEDIMIENTO,BIEN O SERVICIO,MEDIO DE INGRESO,TIPO PRODUCTO,MODALIDAD DE COMPRA,MODALIDAD PAGO,PROBLEMA ESPECIAL
PFC.CDF.B.3/000320-2022,01/28/22,08/18/22,Turnada a Concil Person p/seg,Desistimiento,"CABLEVISION, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Leona Vicario CDMX-Centro (Centro),Ciudad de México,Contratos,Negativa a la rescisión,370.00,0.00,0,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.CDF.B.3/000336-2022,01/28/22,05/24/22,Turnada a Concil Person p/seg,Desistimiento,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Empresa de telefonía local,TELECOMUNICACIONES,Zona Leona Vicario CDMX-Centro (Centro),Ciudad de México,Entrega del producto o servicio,Negativa a la entrega,0.00,0.00,0,Conciliación personal,Servicio,Escrito,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.CDF.B.3/000345-2022,01/31/22,08/01/22,Turnada a Concil Person p/seg,Desistimiento,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Empresa de telefonía local,TELECOMUNICACIONES,Zona Leona Vicario CDMX-Centro (Centro),Ciudad de México,Cobro indebido,Negativa a corregir errores,399.00,399.00,0,Conciliación personal,Servicio,Personal,Servicio normal,A domicilio,Contado,No problema especial
PFC.CDF.B.3/000356-2022,01/31/22,-,Turnada a Concil Person p/seg,En Trámite,"CORPORACION NOVAVISION, S DE RL DE CV",SKY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Leona Vicario CDMX-Centro (Centro),Ciudad de México,Contratos,Negativa a la rescisión,324.00,3884.00,-,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.CDJ.B.3/000061-2022,01/19/22,09/07/22,Turnada a Concil Person p/seg,No Conciliada,"MOTOROLA COMERCIAL, SA DE CV",MOTOROLA,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Ciudad Juárez (Chihuahua),Chihuahua,"Cambios, devoluciones o bonificaciones",Negativa a cambio o devolución,3719.00,3719.00,0,Conciliación personal,Bien,Personal,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.CDJ.B.3/000071-2022,01/20/22,-,Turnada a Concil Person p/seg,En Trámite,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Metropolitana de Ciudad Juárez (Chihuahua),Chihuahua,"Cambios, devoluciones o bonificaciones",Negativa a cambio o devolución,510.00,0.00,-,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.CDJ.B.3/000094-2022,01/25/22,-,Turnada a Concil Person p/seg,En Trámite,"TCT MOBILE, SA DE CV",ALCATEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Ciudad Juárez (Chihuahua),Chihuahua,"Cambios, devoluciones o bonificaciones",Negativa a cambio o devolución,370.00,0.00,-,Conciliación personal,Bien,Personal,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.CDJ.B.3/000110-2022,01/27/22,06/28/22,Turnada a Concil Person p/seg,No Conciliada,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Metropolitana de Ciudad Juárez (Chihuahua),Chihuahua,"Cambios, devoluciones o bonificaciones",Negativa a cambio o devolución,239.00,0.00,0,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.CHH.B.3/000041-2022,01/07/22,04/20/22,Turnada a Concil Person p/seg,No Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Gral. Felipe Ángeles (Chihuahua),Chihuahua,Contratos,Negativa a la rescisión,808.00,0.00,0,Conciliación personal,Servicio,Escrito,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.CHH.B.3/000045-2022,01/17/22,-,Turnada a Concil Person p/seg,En Trámite,"CABLEVISION DF, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Gral. Felipe Ángeles (Chihuahua),Chihuahua,Cobro indebido,Producto o servicio no solicitado o autorizado,10176.00,0.00,-,Conciliación personal,Servicio,Escrito,Servicio normal,Por internet,Contado,No problema especial
PFC.CHH.B.3/000053-2022,01/18/22,03/18/22,Turnada a Concil Person p/seg,No Conciliada,"TCT MOBILE, SA DE CV",ALCATEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Gral. Felipe Ángeles (Chihuahua),Chihuahua,Garantías,Negativa a hacerla efectiva,11488.00,0.00,0,Conciliación personal,Bien,Escrito,Producto nuevo,En establecimiento físico,Plazos,No problema especial
PFC.CHH.B.3/000053-2022,01/18/22,03/18/22,Turnada a Concil Person p/seg,No Conciliada,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Empresa de larga distancia,TELECOMUNICACIONES,Zona Gral. Felipe Ángeles (Chihuahua),Chihuahua,Garantías,Negativa a hacerla efectiva,11488.00,0.00,0,Conciliación personal,Bien,Escrito,Producto nuevo,En establecimiento físico,Plazos,No problema especial
PFC.CHH.B.3/000068-2022,01/19/22,-,Turnada a Concil Person p/seg,En Trámite,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Gral. Felipe Ángeles (Chihuahua),Chihuahua,Contratos,Negativa a la rescisión,3237.00,0.00,0,Conciliación personal,Servicio,Escrito,Producto nuevo,Por teléfono,Contado,No problema especial
PFC.CHH.B.3/000093-2022,01/26/22,-,Turnada a Concil Person p/seg,En Trámite,MARIA LOURDES LAURO MERAZ,P. FÍSICA,Distribuidor de servicio de telefonía celular,TELECOMUNICACIONES,Zona Gral. Felipe Ángeles (Chihuahua),Chihuahua,Entrega del producto o servicio,Negativa a la entrega,1550.00,1300.00,-,Conciliación personal,Servicio,Escrito,Servicio normal,En establecimiento físico,Apartado,No problema especial
PFC.CHH.B.3/000094-2022,01/26/22,02/23/22,Turnada a Concil Person p/seg,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Gral. Felipe Ángeles (Chihuahua),Chihuahua,Contratos,Negativa a la rescisión,0.00,0.00,0,Conciliación personal,Servicio,Escrito,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.CHH.B.3/000102-2022,01/26/22,05/04/22,Turnada a Concil Person p/seg,No Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Gral. Felipe Ángeles (Chihuahua),Chihuahua,Garantías,Negativa a hacerla efectiva,0.00,0.00,0,Conciliación personal,Bien,Escrito,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.CHH.B.3/000102-2022,01/26/22,05/04/22,Turnada a Concil Person p/seg,No Conciliada,"SAMSUNG ELECTRONICS MEXICO, SA DE CV",SAMSUNG,Distribuidor de servicio de telefonía celular,TELECOMUNICACIONES,Zona Gral. Felipe Ángeles (Chihuahua),Chihuahua,Garantías,Negativa a hacerla efectiva,0.00,0.00,0,Conciliación personal,Bien,Escrito,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.CHH.B.3/000108-2022,01/27/22,08/15/22,Turnada a Concil Person p/seg,No Conciliada,"PEGASO PCS, SA DE CV",MOVISTAR,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Gral. Felipe Ángeles (Chihuahua),Chihuahua,Garantías,Negativa a hacerla efectiva,1916.00,0.00,0,Conciliación personal,Bien,Escrito,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.CHI.B.3/000004-2022,01/10/22,03/09/22,Turnada a Concil Person p/seg,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Cobro indebido,Negativa a corregir errores,214.83,214.83,214.83,Conciliación personal,Servicio,Escrito,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.CHI.B.3/000009-2022,01/11/22,05/27/22,Turnada a Concil Person p/seg,Conciliada,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Cobro indebido,No respetó acuerdo previo,579.00,579.00,579,Conciliación personal,Servicio,Escrito,Servicio normal,Por internet,Contado,No problema especial
PFC.CHI.B.3/000011-2022,01/11/22,02/11/22,Turnada a Concil Person p/seg,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Cobro indebido,Negativa a corregir errores,6640.22,6640.22,6640.22,Conciliación personal,Servicio,Escrito,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.CHI.B.3/000015-2022,01/12/22,03/11/22,Turnada a Concil Person p/seg,Desistimiento,"CORPORACION NOVAVISION, S DE RL DE CV",SKY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Cobro indebido,Negativa a corregir errores,1900.00,1900.00,0,Conciliación personal,Servicio,Escrito,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.CHI.B.3/000016-2022,01/12/22,03/09/22,Turnada a Concil Person p/seg,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Cobro indebido,Error de cálculo,6306.00,6306.00,0,Conciliación personal,Servicio,Escrito,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.CHI.B.3/000017-2022,01/12/22,03/08/22,Turnada a Concil Person p/seg,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Distribuidor de servicio de telefonía celular,TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Cobro indebido,Negativa a corregir errores,14848.00,14848.00,0,Conciliación personal,Servicio,Escrito,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.CHI.B.3/000018-2022,01/12/22,08/09/22,Turnada a Concil Person p/seg,Conciliada,"AT&T COMUNICACIONES DIGITALES, S DE RL DE CV",AT&T,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Cobro indebido,Negativa a corregir errores,32920.00,32920.00,32920,Conciliación personal,Servicio,Escrito,Servicio normal,A domicilio,Contado,No problema especial
PFC.CHI.B.3/000020-2022,01/12/22,03/14/22,Turnada a Concil Person p/seg,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Cobro indebido,Error de cálculo,1840.00,1840.00,1840,Conciliación personal,Servicio,Escrito,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.CHI.B.3/000024-2022,01/12/22,03/11/22,Turnada a Concil Person p/seg,No Conciliada,"TOTAL PLAY TELECOMUNICACIONES, SA DE CV",TOTALPLAY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Contratos,Negativa a la rescisión,200.00,200.00,0,Conciliación personal,Servicio,Escrito,Servicio normal,A domicilio,Contado,No problema especial
PFC.CHI.B.3/000030-2022,01/13/22,03/14/22,Turnada a Concil Person p/seg,Conciliada,"CORPORACION NOVAVISION, S DE RL DE CV",SKY,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Cobro indebido,Negativa a corregir errores,4716.00,4716.00,4716,Conciliación personal,Servicio,Escrito,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.CHI.B.3/000032-2022,01/13/22,02/09/22,Turnada a Concil Person p/seg,Conciliada,"COMERCIALIZADORA DE FRECUENCIAS SATELITALES, S DE RL DE C V",DISH,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Cobro indebido,Negativa a corregir errores,527.00,527.00,527,Conciliación personal,Servicio,Escrito,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.CHI.B.3/000033-2022,01/13/22,04/25/22,Turnada a Concil Person p/seg,No Conciliada,"TELEFONIA POR CABLE, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Cobro indebido,Negativa a corregir errores,945.00,945.00,0,Conciliación personal,Servicio,Escrito,Servicio normal,En establecimiento físico,Contado,CABLEMAS ¿ CABLEVISION MONTERR
PFC.CHI.B.3/000067-2022,01/25/22,02/17/22,Turnada a Concil Person p/seg,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Distribuidor de servicio de telefonía celular,TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Cobro indebido,Negativa a corregir errores,1587.00,1587.00,1587,Conciliación personal,Servicio,Escrito,Producto nuevo,A domicilio,Contado,No problema especial
PFC.CHI.B.3/000082-2022,01/26/22,07/04/22,Turnada a Concil Person p/seg,No Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Contratos,Negativa a la rescisión,545.00,545.00,0,Conciliación personal,Bien,Escrito,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.CHI.B.3/000091-2022,01/27/22,04/05/22,Turnada a Concil Person p/seg,Desistimiento,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Empresa de telefonía local,TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Cobro indebido,Negativa a corregir errores,2262.00,2262.00,0,Conciliación personal,Servicio,Escrito,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.CHI.B.3/000097-2022,01/27/22,04/06/22,Turnada a Concil Person p/seg,Desistimiento,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Distribuidor de servicio de telefonía celular,TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Garantías,Defectos de fabricación,17781.92,17781.92,0,Conciliación personal,Bien,Escrito,Producto nuevo,En establecimiento físico,Plazos,No problema especial
PFC.CHI.B.3/000103-2022,01/28/22,10/19/22,Turnada a Concil Person p/seg,Conciliada,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Empresa de telefonía local,TELECOMUNICACIONES,Zona Suroeste (Chiapas),Chiapas,Contratos,Negativa a la rescisión,451.24,451.24,451.4,Conciliación personal,Servicio,Escrito,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.DGO.B.3/000003-2022,01/04/22,02/03/22,Turnada a Concil Person p/seg,Conciliada,"TV CABLE DE ORIENTE, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Gral. Francisco Villa (Durango),Durango,Cobro indebido,Cuota extraordinaria,881.00,0.00,0,Conciliación personal,Servicio,Escrito,Servicio normal,A domicilio,Plazos,No problema especial
PFC.DGO.B.3/000008-2022,01/10/22,01/25/22,Turnada a Concil Person p/seg,Conciliada,"TELEFONIA POR CABLE, SA DE CV",MEGACABLE,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Gral. Francisco Villa (Durango),Durango,Cobro indebido,Cuota extraordinaria,100.00,0.00,400,Conciliación personal,Servicio,Personal,Servicio normal,A domicilio,Plazos,No problema especial
PFC.DGO.B.3/000016-2022,01/18/22,02/08/22,Turnada a Concil Person p/seg,Conciliada,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Prestación de Servicios de Internet,TELECOMUNICACIONES,Zona Gral. Francisco Villa (Durango),Durango,Entrega del producto o servicio,Deficiencia en la reparación,814.00,0.00,272,Conciliación personal,Servicio,Escrito,Servicio normal,En establecimiento físico,Plazos,No problema especial
PFC.DGO.B.3/000050-2022,01/27/22,-,#N/D,#N/D,"TELEFONIA POR CABLE, SA DE CV",MEGACABLE,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Gral. Francisco Villa (Durango),Durango,Información incompleta al consumidor sobre el producto o servicio,Descripción del producto o servicio-Info incomp.,0.00,0.00,0,-,Servicio,Escrito,Servicio normal,A domicilio,Contado,No problema especial
PFC.GRO.B.3/000009-2022,01/06/22,02/28/22,Turnada a Concil Person p/seg,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Acapulco-Lázaro Cárdenas (Guerrero),Guerrero,Cobro indebido,Error de cálculo,3187.00,1459.00,1459,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.GRO.B.3/000019-2022,01/11/22,-,Turnada a Concil Person p/seg,En Trámite,"TELEFONOS DE MEXICO, SAB DE CV",TELMEX,Prestación de Servicios de Internet,TELECOMUNICACIONES,Zona Acapulco-Lázaro Cárdenas (Guerrero),Guerrero,Entrega del producto o servicio,Incumplimiento de plazos,590.00,590.00,-,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.GRO.B.3/000027-2022,01/13/22,-,Turnada a Concil Person p/seg,En Trámite,"SAMSUNG ELECTRONICS MEXICO, SA DE CV",SAMSUNG,Distribuidor de servicio de telefonía celular,TELECOMUNICACIONES,Zona Acapulco-Lázaro Cárdenas (Guerrero),Guerrero,Garantías,Negativa a hacerla efectiva,0.00,0.00,-,Conciliación personal,Bien,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.GRO.B.3/000027-2022,01/13/22,-,Turnada a Concil Person p/seg,En Trámite,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Acapulco-Lázaro Cárdenas (Guerrero),Guerrero,Garantías,Negativa a hacerla efectiva,0.00,0.00,-,Conciliación personal,Bien,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.GRO.B.3/000035-2022,01/17/22,-,Turnada a Concil Person p/seg,En Trámite,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Acapulco-Lázaro Cárdenas (Guerrero),Guerrero,Entrega del producto o servicio,Deficiencia en la reparación,1715.00,1715.00,-,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.GRO.B.3/000037-2022,01/17/22,03/04/22,Turnada a Concil Person p/seg,Conciliada,"CABLEMAS TELECOMUNICACIONES, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Acapulco-Lázaro Cárdenas (Guerrero),Guerrero,Contratos,Negativa a la rescisión,150.00,150.00,150,Conciliación personal,Servicio,Personal,Servicio normal,A domicilio,Contado,No problema especial
PFC.GRO.B.3/000045-2022,01/18/22,03/08/22,Turnada a Concil Person p/seg,Conciliada,"RADIOMOVIL DIPSA, SA DE CV",TELCEL,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Acapulco-Lázaro Cárdenas (Guerrero),Guerrero,Cobro indebido,Error de cálculo,4146.00,3800.00,3800,Conciliación personal,Servicio,Personal,Servicio normal,En establecimiento físico,Contado,No problema especial
PFC.GRO.B.3/000046-2022,01/19/22,04/19/22,Turnada a Concil Person p/seg,Conciliada,"AT&T COMUNICACIONES DIGITALES, S DE RL DE CV",AT&T,Empresa de telefonía celular,TELECOMUNICACIONES,Zona Acapulco-Lázaro Cárdenas (Guerrero),Guerrero,Cobro indebido,Uso fraudulento,33498.00,33498.00,33498,Conciliación personal,Bien,Personal,Producto nuevo,En establecimiento físico,Contado,No problema especial
PFC.GRO.B.3/000048-2022,01/19/22,02/21/22,Turnada a Concil Person p/seg,Conciliada,"CABLEMAS TELECOMUNICACIONES, SA DE CV",IZZI,Empresa de TV de paga (de TV restringida),TELECOMUNICACIONES,Zona Acapulco-Lázaro Cárdenas (Guerrero),Guerrero,Entrega del producto o servicio,Deficiencia en la reparación,628.37,628.37,628.37,Conciliación personal,Servicio,Personal,Servicio normal,A domicilio,Contado,No problema especial
